NAME,STATE,REGION,DIFFUSE,PAR
Quijingue,Bahia,Northeast,2214,2265
Ribeira do Pombal,Bahia,Northeast,2223,2259
Mansid√£o,Bahia,Northeast,2030,2463
Buritirama,Bahia,Northeast,1981,2500
Umburanas,Bahia,Northeast,2077,2367
Pindoba√ßu,Bahia,Northeast,2182,2192
Filad√©lfia,Bahia,Northeast,2197,2227
Iti√∫ba,Bahia,Northeast,2201,2243
Cansan√ß√£o,Bahia,Northeast,2218,2256
Heli√≥polis,Bahia,Northeast,2236,2254
Paripiranga,Bahia,Northeast,2239,2265
Ant√¥nio Gon√ßalves,Bahia,Northeast,2201,2199
Banza√™,Bahia,Northeast,2193,2277
C√≠cero Dantas,Bahia,Northeast,2232,2253
F√°tima,Bahia,Northeast,2244,2245
Campo Formoso,Bahia,Northeast,2142,2274
Senhor do Bonfim,Bahia,Northeast,2202,2206
Euclides da Cunha,Bahia,Northeast,2176,2292
Adustina,Bahia,Northeast,2244,2243
Monte Santo,Bahia,Northeast,2199,2259
Antas,Bahia,Northeast,2242,2250
S√≠tio do Quinto,Bahia,Northeast,2237,2259
Jaguarari,Bahia,Northeast,2177,2247
Andorinha,Bahia,Northeast,2176,2269
Novo Triunfo,Bahia,Northeast,2232,2242
Coronel Jo√£o S√°,Bahia,Northeast,2245,2268
Jeremoabo,Bahia,Northeast,2206,2270
Pil√£o Arcado,Bahia,Northeast,1955,2542
Pedro Alexandre,Bahia,Northeast,2254,2258
Canudos,Bahia,Northeast,2165,2296
Uau√°,Bahia,Northeast,2158,2322
Sento S√©,Bahia,Northeast,1989,2542
Santa Br√≠gida,Bahia,Northeast,2209,2292
Remanso,Bahia,Northeast,1993,2511
Campo Alegre de Lourdes,Bahia,Northeast,2014,2488
Sobradinho,Bahia,Northeast,2047,2454
Juazeiro,Bahia,Northeast,2057,2439
Paulo Afonso,Bahia,Northeast,2158,2361
Gl√≥ria,Bahia,Northeast,2148,2381
Casa Nova,Bahia,Northeast,2056,2439
Macurur√©,Bahia,Northeast,2154,2341
Cura√ß√°,Bahia,Northeast,2099,2387
Chorroch√≥,Bahia,Northeast,2140,2358
Rodelas,Bahia,Northeast,2079,2437
Abar√©,Bahia,Northeast,2036,2456
Penaforte,Ceará,Northeast,2103,2402
Jati,Ceará,Northeast,2112,2391
Jardim,Ceará,Northeast,2090,2387
Porteiras,Ceará,Northeast,2083,2416
Brejo Santo,Ceará,Northeast,2051,2458
Abaiara,Ceará,Northeast,2043,2477
Mauriti,Ceará,Northeast,2061,2453
Salitre,Ceará,Northeast,2135,2405
Barbalha,Ceará,Northeast,2078,2436
Milagres,Ceará,Northeast,2050,2473
Araripe,Ceará,Northeast,2113,2411
Santana do Cariri,Ceará,Northeast,2128,2386
Crato,Ceará,Northeast,2066,2450
Juazeiro do Norte,Ceará,Northeast,2056,2461
Miss√£o Velha,Ceará,Northeast,2045,2464
Barro,Ceará,Northeast,2084,2447
Campos Sales,Ceará,Northeast,2103,2433
Potengi,Ceará,Northeast,2093,2430
Nova Olinda,Ceará,Northeast,2054,2457
Altaneira,Ceará,Northeast,2062,2456
Cariria√ßu,Ceará,Northeast,2081,2454
Assar√©,Ceará,Northeast,2092,2440
Farias Brito,Ceará,Northeast,2081,2452
Granjeiro,Ceará,Northeast,2059,2471
Aurora,Ceará,Northeast,2043,2478
Antonina do Norte,Ceará,Northeast,2094,2431
V√°rzea Alegre,Ceará,Northeast,2064,2473
Ipaumirim,Ceará,Northeast,2020,2499
Tarrafas,Ceará,Northeast,2085,2442
Lavras da Mangabeira,Ceará,Northeast,2023,2497
Baixio,Ceará,Northeast,2009,2504
Aiuaba,Ceará,Northeast,2122,2421
Cedro,Ceará,Northeast,2027,2497
Umari,Ceará,Northeast,2020,2489
Saboeiro,Ceará,Northeast,2079,2444
Juc√°s,Ceará,Northeast,2075,2456
Cari√∫s,Ceará,Northeast,2076,2458
Iguatu,Ceará,Northeast,2074,2469
Ic√≥,Ceará,Northeast,2032,2490
Arneiroz,Ceará,Northeast,2120,2416
Or√≥s,Ceará,Northeast,2055,2481
Parambu,Ceará,Northeast,2148,2395
Quixel√¥,Ceará,Northeast,2067,2474
Catarina,Ceará,Northeast,2136,2417
Acopiara,Ceará,Northeast,2116,2421
Tau√°,Ceará,Northeast,2136,2400
Pereiro,Ceará,Northeast,2030,2490
Erer√™,Ceará,Northeast,2038,2483
Deputado Irapuan Pinheiro,Ceará,Northeast,2110,2436
Jaguaribe,Ceará,Northeast,2046,2484
Quiterian√≥polis,Ceará,Northeast,2147,2376
Piquet Carneiro,Ceará,Northeast,2126,2416
Iracema,Ceará,Northeast,2039,2485
Momba√ßa,Ceará,Northeast,2136,2406
Milh√£,Ceará,Northeast,2107,2438
Solon√≥pole,Ceará,Northeast,2090,2458
Potiretama,Ceará,Northeast,2043,2488
Senador Pompeu,Ceará,Northeast,2140,2411
Jaguaretama,Ceará,Northeast,2041,2497
Novo Oriente,Ceará,Northeast,2144,2393
Pedra Branca,Ceará,Northeast,2172,2376
Jaguaribara,Ceará,Northeast,2099,2464
Alto Santo,Ceará,Northeast,2064,2468
Independ√™ncia,Ceará,Northeast,2130,2419
Banabui√∫,Ceará,Northeast,2119,2436
S√£o Jo√£o do Jaguaribe,Ceará,Northeast,2075,2458
Crate√∫s,Ceará,Northeast,2134,2410
Quixeramobim,Ceará,Northeast,2142,2414
Tabuleiro do Norte,Ceará,Northeast,2070,2467
Boa Viagem,Ceará,Northeast,2152,2390
Morada Nova,Ceará,Northeast,2071,2474
Limoeiro do Norte,Ceará,Northeast,2094,2445
Quixer√©,Ceará,Northeast,2086,2444
Quixad√°,Ceará,Northeast,2144,2409
Ibicuitinga,Ceará,Northeast,2103,2443
Ipaporanga,Ceará,Northeast,2142,2390
Russas,Ceará,Northeast,2100,2445
Tamboril,Ceará,Northeast,2142,2395
Monsenhor Tabosa,Ceará,Northeast,2204,2334
Madalena,Ceará,Northeast,2206,2348
Chor√≥,Ceará,Northeast,2161,2393
Ibaretama,Ceará,Northeast,2126,2416
Jaguaruana,Ceará,Northeast,2100,2444
Poranga,Ceará,Northeast,2069,2480
Ararend√°,Ceará,Northeast,2140,2384
Nova Russas,Ceará,Northeast,2140,2405
Palhano,Ceará,Northeast,2102,2447
Itai√ßaba,Ceará,Northeast,2074,2464
Icapu√≠,Ceará,Northeast,1981,2537
Catunda,Ceará,Northeast,2116,2418
Itapi√∫na,Ceará,Northeast,2176,2374
Aracati,Ceará,Northeast,2021,2504
Ipueiras,Ceará,Northeast,2164,2369
Itatira,Ceará,Northeast,2190,2361
Capistrano,Ceará,Northeast,2200,2342
Ocara,Ceará,Northeast,2156,2398
Fortim,Ceará,Northeast,2113,2404
Croat√°,Ceará,Northeast,2093,2463
Hidrol√¢ndia,Ceará,Northeast,2124,2412
Canind√©,Ceará,Northeast,2148,2390
Aratuba,Ceará,Northeast,2142,2379
Aracoiaba,Ceará,Northeast,2221,2316
Ipu,Ceará,Northeast,2154,2377
Santa Quit√©ria,Ceará,Northeast,2130,2408
Guaramiranga,Ceará,Northeast,2207,2305
Mulungu,Ceará,Northeast,2207,2305
Baturit√©,Ceará,Northeast,2255,2258
Barreira,Ceará,Northeast,2199,2348
Chorozinho,Ceará,Northeast,2172,2385
Carnaubal,Ceará,Northeast,2181,2405
Guaraciaba do Norte,Ceará,Northeast,2181,2366
Pires Ferreira,Ceará,Northeast,2179,2346
Varjota,Ceará,Northeast,2131,2414
Caridade,Ceará,Northeast,2112,2404
Pacoti,Ceará,Northeast,2167,2362
Acarape,Ceará,Northeast,2230,2302
Reden√ß√£o,Ceará,Northeast,2230,2302
Pacajus,Ceará,Northeast,2130,2420
Beberibe,Ceará,Northeast,2036,2498
Reriutaba,Ceará,Northeast,2132,2403
Paramoti,Ceará,Northeast,2149,2386
Palm√°cia,Ceará,Northeast,2173,2378
Horizonte,Ceará,Northeast,2109,2437
Cascavel,Ceará,Northeast,2036,2499
S√£o Benedito,Ceará,Northeast,2144,2356
Pacuj√°,Ceará,Northeast,2160,2353
Gra√ßa,Ceará,Northeast,2160,2353
Carir√©,Ceará,Northeast,2143,2397
Teju√ßuoca,Ceará,Northeast,2161,2387
General Sampaio,Ceará,Northeast,2185,2365
Pacatuba,Ceará,Northeast,2209,2324
Guai√∫ba,Ceará,Northeast,2209,2324
Itaitinga,Ceará,Northeast,2155,2384
Pindoretama,Ceará,Northeast,2062,2476
Ubajara,Ceará,Northeast,2101,2434
Ibiapina,Ceará,Northeast,2173,2322
Mucambo,Ceará,Northeast,2151,2367
Groa√≠ras,Ceará,Northeast,2154,2384
Apuiar√©s,Ceará,Northeast,2193,2355
Maracana√∫,Ceará,Northeast,2220,2329
Maranguape,Ceará,Northeast,2220,2329
Eus√©bio,Ceará,Northeast,2093,2451
Aquiraz,Ceará,Northeast,2104,2448
Frecheirinha,Ceará,Northeast,2155,2352
Forquilha,Ceará,Northeast,2155,2380
Pentecoste,Ceará,Northeast,2136,2398
Tiangu√°,Ceará,Northeast,2137,2377
Sobral,Ceará,Northeast,2153,2371
Irau√ßuba,Ceará,Northeast,2162,2379
Itapaj√©,Ceará,Northeast,2218,2322
Umirim,Ceará,Northeast,2173,2362
S√£o Lu√≠s do Curu,Ceará,Northeast,2163,2379
Caucaia,Ceará,Northeast,2090,2445
Fortaleza,Ceará,Northeast,2052,2477
Vi√ßosa do Cear√°,Ceará,Northeast,2148,2379
Corea√∫,Ceará,Northeast,2156,2368
Alc√¢ntaras,Ceará,Northeast,2176,2359
Mira√≠ma,Ceará,Northeast,2130,2388
Uruburetama,Ceará,Northeast,2247,2294
Tururu,Ceará,Northeast,2245,2290
S√£o Gon√ßalo do Amarante,Ceará,Northeast,2046,2477
Mora√∫jo,Ceará,Northeast,2112,2400
Meruoca,Ceará,Northeast,2112,2411
Massap√™,Ceará,Northeast,2133,2384
Santana do Acara√∫,Ceará,Northeast,2145,2376
Itapipoca,Ceará,Northeast,2154,2380
Senador S√°,Ceará,Northeast,2115,2405
Amontada,Ceará,Northeast,2125,2402
Paraipaba,Ceará,Northeast,2085,2449
Paracuru,Ceará,Northeast,2077,2452
Uruoca,Ceará,Northeast,2129,2401
Trairi,Ceará,Northeast,2132,2410
Martin√≥pole,Ceará,Northeast,2121,2396
Morrinhos,Ceará,Northeast,2150,2379
Granja,Ceará,Northeast,2142,2369
Marco,Ceará,Northeast,2132,2393
Chaval,Ceará,Northeast,2105,2431
Barroquinha,Ceará,Northeast,2086,2441
Bela Cruz,Ceará,Northeast,2115,2411
Camocim,Ceará,Northeast,2126,2406
Jijoca de Jericoacoara,Ceará,Northeast,2174,2367
Cruz,Ceará,Northeast,2100,2419
Acara√∫,Ceará,Northeast,2100,2419
Itarema,Ceará,Northeast,2078,2443
Bras√≠lia,Distrito Federal,Mid West,2088,2300
Apiac√°,Espírito Santo,Southeast,1930,2206
Bom Jesus do Norte,Espírito Santo,Southeast,1945,2194
Mimoso do Sul,Espírito Santo,Southeast,1937,2169
Presidente Kennedy,Espírito Santo,Southeast,1880,2221
S√£o Jos√© do Cal√ßado,Espírito Santo,Southeast,2004,2144
Muqui,Espírito Santo,Southeast,1965,2141
Itapemirim,Espírito Santo,Southeast,1855,2250
Marata√≠zes,Espírito Santo,Southeast,1855,2250
Atilio Vivacqua,Espírito Santo,Southeast,1892,2217
Rio Novo do Sul,Espírito Santo,Southeast,1907,2181
Gua√ßu√≠,Espírito Santo,Southeast,2004,2139
Alegre,Espírito Santo,Southeast,1952,2180
Jer√¥nimo Monteiro,Espírito Santo,Southeast,1906,2213
Cachoeiro de Itapemirim,Espírito Santo,Southeast,1870,2245
Iconha,Espírito Santo,Southeast,1972,2097
Pi√∫ma,Espírito Santo,Southeast,1893,2182
Anchieta,Espírito Santo,Southeast,1840,2248
Dores do Rio Preto,Espírito Santo,Southeast,2032,2132
Vargem Alta,Espírito Santo,Southeast,1970,2146
Guarapari,Espírito Santo,Southeast,1859,2219
Divino de S√£o Louren√ßo,Espírito Santo,Southeast,1999,2130
Castelo,Espírito Santo,Southeast,1935,2188
Alfredo Chaves,Espírito Santo,Southeast,1966,2104
Ibitirama,Espírito Santo,Southeast,2032,2107
Muniz Freire,Espírito Santo,Southeast,1981,2165
Irupi,Espírito Santo,Southeast,2081,2104
I√∫na,Espírito Santo,Southeast,2062,2131
Concei√ß√£o do Castelo,Espírito Santo,Southeast,2023,2112
Domingos Martins,Espírito Santo,Southeast,2036,2077
Marechal Floriano,Espírito Santo,Southeast,2036,2077
Viana,Espírito Santo,Southeast,1919,2184
Venda Nova do Imigrante,Espírito Santo,Southeast,2083,2078
Cariacica,Espírito Santo,Southeast,1965,2146
Vit√≥ria,Espírito Santo,Southeast,1905,2229
Vila Velha,Espírito Santo,Southeast,1888,2265
Ibatiba,Espírito Santo,Southeast,2129,2096
Brejetuba,Espírito Santo,Southeast,2144,2062
Afonso Cl√°udio,Espírito Santo,Southeast,2073,2120
Santa Leopoldina,Espírito Santo,Southeast,2069,2056
Serra,Espírito Santo,Southeast,1951,2201
Santa Maria de Jetib√°,Espírito Santo,Southeast,2130,2055
Laranja da Terra,Espírito Santo,Southeast,2076,2156
Itarana,Espírito Santo,Southeast,2081,2136
Santa Teresa,Espírito Santo,Southeast,2142,2026
Fund√£o,Espírito Santo,Southeast,2079,2066
Itagua√ßu,Espírito Santo,Southeast,2063,2153
Jo√£o Neiva,Espírito Santo,Southeast,2053,2134
Ibira√ßu,Espírito Santo,Southeast,2053,2134
Aracruz,Espírito Santo,Southeast,2030,2177
S√£o Roque do Cana√£,Espírito Santo,Southeast,2076,2152
Baixo Guandu,Espírito Santo,Southeast,2024,2227
Colatina,Espírito Santo,Southeast,2061,2176
Maril√¢ndia,Espírito Santo,Southeast,2105,2133
Linhares,Espírito Santo,Southeast,2057,2194
Governador Lindenberg,Espírito Santo,Southeast,2151,2102
Rio Bananal,Espírito Santo,Southeast,2133,2120
Pancas,Espírito Santo,Southeast,2128,2123
Sooretama,Espírito Santo,Southeast,2089,2177
Alto Rio Novo,Espírito Santo,Southeast,2106,2148
S√£o Domingos do Norte,Espírito Santo,Southeast,2087,2155
√Åguia Branca,Espírito Santo,Southeast,2097,2151
S√£o Gabriel da Palha,Espírito Santo,Southeast,2098,2151
Vila Val√©rio,Espírito Santo,Southeast,2109,2151
Manten√≥polis,Espírito Santo,Southeast,2116,2134
Jaguar√©,Espírito Santo,Southeast,2106,2176
Barra de S√£o Francisco,Espírito Santo,Southeast,2100,2157
Nova Ven√©cia,Espírito Santo,Southeast,2113,2155
S√£o Mateus,Espírito Santo,Southeast,2008,2262
Vila Pav√£o,Espírito Santo,Southeast,2116,2143
Concei√ß√£o da Barra,Espírito Santo,Southeast,1933,2327
√Ågua Doce do Norte,Espírito Santo,Southeast,2123,2124
Boa Esperan√ßa,Espírito Santo,Southeast,2099,2181
Ecoporanga,Espírito Santo,Southeast,2117,2135
Pinheiros,Espírito Santo,Southeast,2099,2184
Pedro Can√°rio,Espírito Santo,Southeast,2085,2209
Ponto Belo,Espírito Santo,Southeast,2118,2169
Mucurici,Espírito Santo,Southeast,2118,2169
Montanha,Espírito Santo,Southeast,2096,2192
Lagoa Santa,Goiás,Mid West,1897,2400
Itaj√°,Goiás,Mid West,1906,2396
Apor√©,Goiás,Mid West,1926,2366
S√£o Sim√£o,Goiás,Mid West,1901,2397
Paranaiguara,Goiás,Mid West,1924,2385
Itarum√£,Goiás,Mid West,1919,2396
Cachoeira Alta,Goiás,Mid West,1921,2387
Ca√ßu,Goiás,Mid West,1916,2385
Inaciol√¢ndia,Goiás,Mid West,1923,2394
Cachoeira Dourada,Goiás,Mid West,1948,2372
Chapad√£o do C√©u,Goiás,Mid West,1998,2308
Quirin√≥polis,Goiás,Mid West,1942,2379
Gouvel√¢ndia,Goiás,Mid West,1896,2409
Itumbiara,Goiás,Mid West,1948,2375
Tr√™s Ranchos,Goiás,Mid West,1951,2384
Serran√≥polis,Goiás,Mid West,1979,2346
Aparecida do Rio Doce,Goiás,Mid West,1962,2356
Anhanguera,Goiás,Mid West,1958,2383
Cumari,Goiás,Mid West,1980,2372
Bom Jesus de Goi√°s,Goiás,Mid West,1975,2361
Panam√°,Goiás,Mid West,1969,2356
Catal√£o,Goiás,Mid West,2008,2358
Ouvidor,Goiás,Mid West,1996,2361
Davin√≥polis,Goiás,Mid West,1967,2377
Castel√¢ndia,Goiás,Mid West,1922,2404
Buriti Alegre,Goiás,Mid West,1983,2357
√Ågua Limpa,Goiás,Mid West,1972,2375
Corumba√≠ba,Goiás,Mid West,1967,2380
Nova Aurora,Goiás,Mid West,1969,2381
Goiandira,Goiás,Mid West,1997,2373
Mauril√¢ndia,Goiás,Mid West,1922,2406
Goiatuba,Goiás,Mid West,1986,2358
Marzag√£o,Goiás,Mid West,1970,2375
Jata√≠,Goiás,Mid West,1986,2340
Turvel√¢ndia,Goiás,Mid West,1931,2406
Rio Verde,Goiás,Mid West,1996,2345
Santa Helena de Goi√°s,Goiás,Mid West,1951,2388
Porteir√£o,Goiás,Mid West,1933,2407
Jovi√¢nia,Goiás,Mid West,1979,2373
Rio Quente,Goiás,Mid West,1981,2376
Vicentin√≥polis,Goiás,Mid West,1959,2398
Alo√¢ndia,Goiás,Mid West,1956,2387
Morrinhos,Goiás,Mid West,1977,2378
Caldas Novas,Goiás,Mid West,1993,2367
Ipameri,Goiás,Mid West,2015,2352
Mineiros,Goiás,Mid West,1987,2349
Santo Ant√¥nio da Barra,Goiás,Mid West,1966,2380
Campo Alegre de Goi√°s,Goiás,Mid West,2043,2330
Perol√¢ndia,Goiás,Mid West,2012,2333
Pontalina,Goiás,Mid West,1983,2377
Uruta√≠,Goiás,Mid West,1980,2378
Portel√¢ndia,Goiás,Mid West,2007,2339
Montividiu,Goiás,Mid West,2037,2331
Acre√∫na,Goiás,Mid West,1972,2387
Edealina,Goiás,Mid West,1970,2396
Santa Rita do Araguaia,Goiás,Mid West,1999,2340
Ed√©ia,Goiás,Mid West,1969,2393
Mairipotaba,Goiás,Mid West,1983,2376
Crom√≠nia,Goiás,Mid West,1984,2376
Professor Jamil,Goiás,Mid West,1982,2378
Piracanjuba,Goiás,Mid West,1991,2372
Palmelo,Goiás,Mid West,2000,2365
Santa Cruz de Goi√°s,Goiás,Mid West,2000,2365
Pires do Rio,Goiás,Mid West,1974,2380
Cristian√≥polis,Goiás,Mid West,2007,2361
Indiara,Goiás,Mid West,1981,2392
S√£o Miguel do Passa Quatro,Goiás,Mid West,2002,2365
Caiap√¥nia,Goiás,Mid West,2040,2333
Jandaia,Goiás,Mid West,1989,2388
Cezarina,Goiás,Mid West,1978,2390
Varj√£o,Goiás,Mid West,1988,2381
Hidrol√¢ndia,Goiás,Mid West,2027,2354
Bela Vista de Goi√°s,Goiás,Mid West,2001,2364
Orizona,Goiás,Mid West,2026,2356
Para√∫na,Goiás,Mid West,2004,2378
Aragoi√¢nia,Goiás,Mid West,2017,2356
S√£o Jo√£o da Para√∫na,Goiás,Mid West,1976,2403
Palmin√≥polis,Goiás,Mid West,1988,2390
Palmeiras de Goi√°s,Goiás,Mid West,1989,2388
Campestre de Goi√°s,Goiás,Mid West,1989,2376
Guap√≥,Goiás,Mid West,1993,2378
Abadia de Goi√°s,Goiás,Mid West,2016,2359
Aparecida de Goi√¢nia,Goiás,Mid West,2026,2353
Cristalina,Goiás,Mid West,2064,2324
Doverl√¢ndia,Goiás,Mid West,2004,2368
Palestina de Goi√°s,Goiás,Mid West,2013,2368
Cachoeira de Goi√°s,Goiás,Mid West,2018,2372
Auril√¢ndia,Goiás,Mid West,1956,2416
Trindade,Goiás,Mid West,2014,2362
Goi√¢nia,Goiás,Mid West,2030,2354
Senador Canedo,Goiás,Mid West,2007,2366
Caldazinha,Goiás,Mid West,2007,2366
Silv√¢nia,Goiás,Mid West,2033,2343
Vian√≥polis,Goiás,Mid West,2011,2360
Amorin√≥polis,Goiás,Mid West,2005,2386
Ivol√¢ndia,Goiás,Mid West,2002,2388
Firmin√≥polis,Goiás,Mid West,1983,2402
Turv√¢nia,Goiás,Mid West,1991,2394
Naz√°rio,Goiás,Mid West,1991,2385
Santa B√°rbara de Goi√°s,Goiás,Mid West,1988,2382
Bonfin√≥polis,Goiás,Mid West,2028,2346
Leopoldo de Bulh√µes,Goiás,Mid West,2036,2343
Moipor√°,Goiás,Mid West,1999,2387
S√£o Lu√≠s de Montes Belos,Goiás,Mid West,1979,2402
Anicuns,Goiás,Mid West,2005,2381
Avelin√≥polis,Goiás,Mid West,1993,2382
Goianira,Goiás,Mid West,2003,2368
Santo Ant√¥nio de Goi√°s,Goiás,Mid West,2008,2367
Goian√°polis,Goiás,Mid West,2036,2345
Gameleira de Goi√°s,Goiás,Mid West,2031,2347
Piranhas,Goiás,Mid West,1987,2388
Aren√≥polis,Goiás,Mid West,2002,2391
Ipor√°,Goiás,Mid West,2019,2376
Adel√¢ndia,Goiás,Mid West,2001,2384
Ara√ßu,Goiás,Mid West,2006,2371
Inhumas,Goiás,Mid West,2020,2360
Catura√≠,Goiás,Mid West,2011,2366
Brazabrantes,Goiás,Mid West,2013,2368
Nova Veneza,Goiás,Mid West,2013,2368
Ner√≥polis,Goiás,Mid West,2020,2360
Terez√≥polis de Goi√°s,Goiás,Mid West,2039,2341
Israel√¢ndia,Goiás,Mid West,1984,2399
C√≥rrego do Ouro,Goiás,Mid West,2001,2389
Americano do Brasil,Goiás,Mid West,2037,2356
Damol√¢ndia,Goiás,Mid West,2014,2368
Campo Limpo de Goi√°s,Goiás,Mid West,2035,2338
An√°polis,Goiás,Mid West,2045,2326
Luzi√¢nia,Goiás,Mid West,2031,2351
Baliza,Goiás,Mid West,1984,2388
Bom Jardim de Goi√°s,Goiás,Mid West,2003,2380
Diorama,Goiás,Mid West,2015,2383
Jaupaci,Goiás,Mid West,1982,2408
Fazenda Nova,Goiás,Mid West,1992,2403
Buriti de Goi√°s,Goiás,Mid West,1978,2407
Sanclerl√¢ndia,Goiás,Mid West,1979,2405
Itau√ßu,Goiás,Mid West,2035,2360
Ouro Verde de Goi√°s,Goiás,Mid West,2037,2344
Abadi√¢nia,Goiás,Mid West,2035,2346
Moss√¢medes,Goiás,Mid West,1998,2387
Taquaral de Goi√°s,Goiás,Mid West,2032,2364
Santa Rosa de Goi√°s,Goiás,Mid West,2014,2369
Petrolina de Goi√°s,Goiás,Mid West,1999,2381
Alex√¢nia,Goiás,Mid West,2046,2329
Novo Gama,Goiás,Mid West,2047,2329
Cidade Ocidental,Goiás,Mid West,2047,2323
Valpara√≠so de Goi√°s,Goiás,Mid West,2047,2323
Montes Claros de Goi√°s,Goiás,Mid West,2004,2391
Novo Brasil,Goiás,Mid West,1980,2409
Itabera√≠,Goiás,Mid West,2023,2369
Jes√∫polis,Goiás,Mid West,1995,2387
Aragar√ßas,Goiás,Mid West,1993,2383
Jussara,Goiás,Mid West,1987,2406
Goi√°s,Goiás,Mid West,2008,2382
Itaguari,Goiás,Mid West,2021,2373
S√£o Francisco de Goi√°s,Goiás,Mid West,2004,2383
Piren√≥polis,Goiás,Mid West,2055,2331
Corumb√° de Goi√°s,Goiás,Mid West,2076,2315
Santo Ant√¥nio do Descoberto,Goiás,Mid West,2050,2332
Santa F√© de Goi√°s,Goiás,Mid West,2021,2387
Itapirapu√£,Goiás,Mid West,1981,2413
Itaguaru,Goiás,Mid West,2023,2369
Cocalzinho de Goi√°s,Goiás,Mid West,2070,2317
Cabeceiras,Goiás,Mid West,1999,2391
Heitora√≠,Goiás,Mid West,2021,2364
Jaragu√°,Goiás,Mid West,2004,2389
√Åguas Lindas de Goi√°s,Goiás,Mid West,2076,2316
Guara√≠ta,Goiás,Mid West,2037,2355
Itapuranga,Goiás,Mid West,2020,2370
Uruana,Goiás,Mid West,1999,2385
Vila Prop√≠cio,Goiás,Mid West,2020,2374
Planaltina,Goiás,Mid West,2034,2362
Formosa,Goiás,Mid West,2008,2377
Matrinch√£,Goiás,Mid West,2005,2405
Faina,Goiás,Mid West,1985,2402
Carmo do Rio Verde,Goiás,Mid West,2011,2379
Rian√°polis,Goiás,Mid West,2013,2377
Morro Agudo de Goi√°s,Goiás,Mid West,2042,2350
S√£o Patr√≠cio,Goiás,Mid West,2054,2351
Ceres,Goiás,Mid West,2016,2365
Rialma,Goiás,Mid West,2001,2379
Santa Isabel,Goiás,Mid West,2015,2377
Goian√©sia,Goiás,Mid West,2042,2351
Brit√¢nia,Goiás,Mid West,1980,2432
Rubiataba,Goiás,Mid West,2036,2361
Ipiranga de Goi√°s,Goiás,Mid West,2014,2369
Padre Bernardo,Goiás,Mid West,1991,2408
Araguapaz,Goiás,Mid West,2002,2405
Nova Gl√≥ria,Goiás,Mid West,2015,2374
Santa Rita do Novo Destino,Goiás,Mid West,2023,2377
Mimoso de Goi√°s,Goiás,Mid West,2003,2389
Nova Am√©rica,Goiás,Mid West,2051,2351
Itapaci,Goiás,Mid West,2011,2371
Barro Alto,Goiás,Mid West,2038,2363
√Ågua Fria de Goi√°s,Goiás,Mid West,2041,2358
Vila Boa,Goiás,Mid West,1947,2439
Aruan√£,Goiás,Mid West,1993,2418
S√£o Luiz do Norte,Goiás,Mid West,2018,2379
Pilar de Goi√°s,Goiás,Mid West,2042,2362
S√≠tio d'Abadia,Goiás,Mid West,2030,2386
Mozarl√¢ndia,Goiás,Mid West,2005,2405
Guarinos,Goiás,Mid West,1997,2405
Hidrolina,Goiás,Mid West,2039,2367
S√£o Jo√£o d'Alian√ßa,Goiás,Mid West,2035,2365
Damian√≥polis,Goiás,Mid West,2017,2404
Crix√°s,Goiás,Mid West,1999,2406
Urua√ßu,Goiás,Mid West,2026,2390
Niquel√¢ndia,Goiás,Mid West,2023,2367
Buritin√≥polis,Goiás,Mid West,1981,2429
Simol√¢ndia,Goiás,Mid West,1981,2429
Alvorada do Norte,Goiás,Mid West,1981,2429
Mamba√≠,Goiás,Mid West,1995,2415
Santa Terezinha de Goi√°s,Goiás,Mid West,1988,2419
Flores de Goi√°s,Goiás,Mid West,1938,2454
Uirapuru,Goiás,Mid West,1998,2412
Campos Verdes,Goiás,Mid West,1993,2413
Nova Igua√ßu de Goi√°s,Goiás,Mid West,2003,2404
Campinorte,Goiás,Mid West,2011,2391
Alto Horizonte,Goiás,Mid West,2008,2405
Colinas do Sul,Goiás,Mid West,2002,2390
Nova Crix√°s,Goiás,Mid West,2013,2394
Alto Para√≠so de Goi√°s,Goiás,Mid West,2065,2308
Iaciara,Goiás,Mid West,1966,2445
Posse,Goiás,Mid West,2058,2363
